ISIN	CO2	CO2	ESG Score 2015	ESG Score 2016	ESG Score 2017	ESG Score 2018	ESG Score 2019	ESG Score 2020	ESG Score 2021	Green Bond Flag	ISO 14000 or EMS Certified	EMS Certified Percent													
FR0013217114	29,19909462	27,51244076	70,73339217	72,29231895	67,18825323	72,76222981	74,42938382	82,681987	82,681987	N	ISO 14000	60,8													
FR0013241536	29,19909462	27,51244076	70,73339217	72,29231895	67,18825323	72,76222981	74,42938382	82,681987	82,681987	N	ISO 14000	60,8													
FR0013241676	29,19909462	27,51244076	70,73339217	72,29231895	67,18825323	72,76222981	74,42938382	82,681987	82,681987	N	ISO 14000	60,8													
XS0541453147	29,19909462	27,51244076	70,73339217	72,29231895	67,18825323	72,76222981	74,42938382	82,681987	82,681987	N	ISO 14000	60,8													
XS0563306314	29,19909462	27,51244076	70,73339217	72,29231895	67,18825323	72,76222981	74,42938382	82,681987	82,681987	N	ISO 14000	60,8													
XS0616431507	29,19909462	27,51244076	70,73339217	72,29231895	67,18825323	72,76222981	74,42938382	82,681987	82,681987	N	ISO 14000	60,8													
XS0794245018	29,19909462	27,51244076	70,73339217	72,29231895	67,18825323	72,76222981	74,42938382	82,681987	82,681987	N	ISO 14000	60,8													
XS0827999318	29,19909462	27,51244076	70,73339217	72,29231895	67,18825323	72,76222981	74,42938382	82,681987	82,681987	N	ISO 14000	60,8													
XS0911431517	29,19909462	27,51244076	70,73339217	72,29231895	67,18825323	72,76222981	74,42938382	82,681987	82,681987	N	ISO 14000	60,8													
FR0012969038	25,77511935	22,04440694	86,56042332	83,26005436	86,14927815	85,13471038	89,63156876	88,50669737	88,50669737	N	ISO 14000	57,534													
FR0013143989	25,77511935	22,04440694	86,56042332	83,26005436	86,14927815	85,13471038	89,63156876	88,50669737	88,50669737	N	ISO 14000	57,534													
FR0013143997	25,77511935	22,04440694	86,56042332	83,26005436	86,14927815	85,13471038	89,63156876	88,50669737	88,50669737	N	ISO 14000	57,534													
FR0013144003	25,77511935	22,04440694	86,56042332	83,26005436	86,14927815	85,13471038	89,63156876	88,50669737	88,50669737	N	ISO 14000	57,534													
FR0013201613	25,77511935	22,04440694	86,56042332	83,26005436	86,14927815	85,13471038	89,63156876	88,50669737	88,50669737	N	ISO 14000	57,534													
FR0013201621	25,77511935	22,04440694	86,56042332	83,26005436	86,14927815	85,13471038	89,63156876	88,50669737	88,50669737	N	ISO 14000	57,534													
FR0013201639	25,77511935	22,04440694	86,56042332	83,26005436	86,14927815	85,13471038	89,63156876	88,50669737	88,50669737	N	ISO 14000	57,534													
FR0011075183	0	17,89041811	NULL	61,81842534	64,35790784	0	66,94094776	72,31304598	70,08320329	N	ISO 14000	70,4													
FR0011119460	0	17,89041811	NULL	61,81842534	64,35790784	0	66,94094776	72,31304598	70,08320329	N	ISO 14000	70,4													
FR0011561000	0	17,89041811	NULL	61,81842534	64,35790784	0	66,94094776	72,31304598	70,08320329	N	ISO 14000	70,4													
FR0012601367	0	17,89041811	NULL	61,81842534	64,35790784	0	66,94094776	72,31304598	70,08320329	N	ISO 14000	70,4													
FR0012939841	0	17,89041811	NULL	61,81842534	64,35790784	0	66,94094776	72,31304598	70,08320329	N	ISO 14000	70,4													
FR0013201308	0	17,89041811	NULL	61,81842534	64,35790784	0	66,94094776	72,31304598	70,08320329	N	ISO 14000	70,4													
XS1558472129	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1622414438	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0010913780	376,0435522	468,8586809	62,59648985	57,50193295	61,60796355	59,1676072	61,84521167	72,26050786	72,58636313	N	ISO 14000	95,3													
FR0011048966	376,0435522	468,8586809	62,59648985	57,50193295	61,60796355	59,1676072	61,84521167	72,26050786	72,58636313	N	ISO 14000	95,3													
FR0011585215	376,0435522	468,8586809	62,59648985	57,50193295	61,60796355	59,1676072	61,84521167	72,26050786	72,58636313	N	ISO 14000	95,3													
FR0012949923	376,0435522	468,8586809	62,59648985	57,50193295	61,60796355	59,1676072	61,84521167	72,26050786	72,58636313	N	ISO 14000	95,3													
FR0013248507	376,0435522	468,8586809	62,59648985	57,50193295	61,60796355	59,1676072	61,84521167	72,26050786	72,58636313	N	ISO 14000	95,3													
FR0013248523	376,0435522	468,8586809	62,59648985	57,50193295	61,60796355	59,1676072	61,84521167	72,26050786	72,58636313	N	ISO 14000	95,3													
XS0974375130	28,61204728	35,40936214	76,27436386	67,97982049	78,93453065	75,49245089	87,35512207	86,00495174	84,60535585	N	ISO 14000	NULL													
XS0830194501	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0994990280	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0994991411	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1048519679	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1139315581	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1443997223	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1443997819	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0010261396	1201,226063	1033,51432	73,09193876	79,73989681	80,57203343	79,67569263	79,8237317	83,27729645	83,27729645	N	Both	68													
FR0010474239	1201,226063	1033,51432	73,09193876	79,73989681	80,57203343	79,67569263	79,8237317	83,27729645	83,27729645	N	Both	68													
FR0011224963	1201,226063	1033,51432	73,09193876	79,73989681	80,57203343	79,67569263	79,8237317	83,27729645	83,27729645	N	Both	68													
FR0012663169	1201,226063	1033,51432	73,09193876	79,73989681	80,57203343	79,67569263	79,8237317	83,27729645	83,27729645	N	Both	68													
FR0013210408	1201,226063	1033,51432	73,09193876	79,73989681	80,57203343	79,67569263	79,8237317	83,27729645	83,27729645	N	Both	68													
FR0013210416	1201,226063	1033,51432	73,09193876	79,73989681	80,57203343	79,67569263	79,8237317	83,27729645	83,27729645	N	Both	68													
FR0013246725	1201,226063	1033,51432	73,09193876	79,73989681	80,57203343	79,67569263	79,8237317	83,27729645	83,27729645	N	Both	68													
FR0013246733	1201,226063	1033,51432	73,09193876	79,73989681	80,57203343	79,67569263	79,8237317	83,27729645	83,27729645	N	Both	68													
FR0013176302	7,147186109	2,771683757	80,15441864	82,92021947	87,39115637	84,13936804	82,74135065	85,67136433	85,67136433	N	EMS	NULL													
FR0013176310	7,147186109	2,771683757	80,15441864	82,92021947	87,39115637	84,13936804	82,74135065	85,67136433	85,67136433	N	EMS	NULL													
FR0013220399	7,147186109	2,771683757	80,15441864	82,92021947	87,39115637	84,13936804	82,74135065	85,67136433	85,67136433	N	EMS	NULL													
BE0002285543	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1301052202	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013266343	0	18,92900515	NULL	0	0	84,25277065	76,95785533	84,46920305	86,9643736	N	EMS	58													
XS1645722262	35,45716609	25,17350633	62,34890112	65,94290157	76,94597186	0	77,41000681	0	83,20851168	N	ISO 14000	61													
XS1646530565	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
XS1024136282	0	56,90520044	NULL	0	0	61,54303231	58,82669741	62,197702	67,19939377	N	No	NULL													
XS1652965085	0	0	NULL	0	0	0	0	9,035206721	11,21852928	N	No	NULL													
XS1650590349	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0010952770	0	838,7789662	66,71244167	67,55642073	67,60034037	68,41449632	78,37015425	77,36407542	77,36407542	N	Both	64,19													
XS1654191623	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1654192191	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1654192274	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1654229373	0	74,13995381	NULL	0	0	0	43,57418422	43,89797066	43,40920336	N	No	NULL													
XS0763379343	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1652866002	0	52,1111355	NULL	0	0	0	0	0	73,26102829	N	ISO 14000	100													
XS0604641034	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1616917800	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0012315133	7,037786682	4,162251656	63,95650513	59,70801378	60,98097792	57,43224884	58,14782732	69,23340684	69,23340684	N	ISO 14000	60													
XS0868458653	28,61204728	35,40936214	76,27436386	67,97982049	78,93453065	75,49245089	87,35512207	86,00495174	84,60535585	N	ISO 14000	NULL													
FR0012199008	10,17594288	2,006132577	75,03916706	65,54635068	78,62279866	82,0218307	75,31569088	74,60518314	74,60518314	N	ISO 14000	1,219													
XS1114452060	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1412424662	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1673869977	1,368850033	1,058066486	65,65931813	69,94003149	66,60657242	78,04358401	77,50141766	72,21847057	74,97173531	N	ISO 14000	NULL													
XS1672151492	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1671754650	0	10,89777421	NULL	91,5683079	0	0	0	89,06229434	89,30283671	N	ISO 14000	80													
XS1671760384	0	10,89777421	NULL	91,5683079	0	0	0	89,06229434	89,30283671	N	ISO 14000	80													
DE000A19NS93	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1678966935	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1681521081	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1682538183	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
FR0013281888	0	52,27694396	NULL	0	73,87380253	77,74886464	0	0	80,57009274	N	ISO 14000	87													
XS1139316555	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1683495052	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1683495136	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A19NY87	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1685798370	0	48,95635187	NULL	0	0	73,58019689	75,44932165	79,85393011	0	N	No	NULL													
XS1684831982	0	45,02640632	3,485177613	38,91582971	60,71959486	49,495985	70,7785608	63,93129716	63,93129716	N	ISO 14000	NULL													
XS1684269332	354,7779133	534,7436507	78,61853034	78,58666789	0	0	84,01110756	0	84,33375368	N	Both	60,7142													
XS1685542497	0	273,2273354	NULL	0	49,13086219	40,21845435	47,96357334	54,65625339	54,65625339	N	ISO 14000	NULL													
XS0161100515	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A1HNW52	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1626600040	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1689523840	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013282571	7,147186109	2,771683757	80,15441864	82,92021947	87,39115637	84,13936804	82,74135065	85,67136433	85,67136433	N	EMS	NULL													
FR0013283140	376,0435522	468,8586809	62,59648985	57,50193295	61,60796355	59,1676072	61,84521167	72,26050786	72,58636313	N	ISO 14000	95,3													
FR0013284247	0	838,7789662	66,71244167	67,55642073	67,60034037	68,41449632	78,37015425	77,36407542	77,36407542	Y	Both	64,19													
FR0013284254	0	838,7789662	66,71244167	67,55642073	67,60034037	68,41449632	78,37015425	77,36407542	77,36407542	Y	Both	64,19													
FR0013284270	0	838,7789662	66,71244167	67,55642073	67,60034037	68,41449632	78,37015425	77,36407542	77,36407542	N	Both	64,19													
XS1688199949	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1691781865	0	56,90520044	NULL	0	0	61,54303231	58,82669741	62,197702	67,19939377	N	No	NULL													
XS1693818285	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1693818525	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1695276367	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
FR0013286788	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013286846	0	22,61612135	NULL	72,35861783	77,35265319	0	0	0	88,07090266	N	ISO 14000	91													
XS1698218523	28,61204728	35,40936214	76,27436386	67,97982049	78,93453065	75,49245089	87,35512207	86,00495174	84,60535585	N	ISO 14000	NULL													
XS1702729275	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
FR0010870949	61,89200302	14,15549855	80,97967658	85,12732796	84,19899759	84,19822421	89,3168255	87,02194171	87,36354433	N	ISO 14000	90													
XS0894202968	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	N	ISO 14000	NULL													
XS1698714000	0	8,476880253	NULL	68,88491348	70,97679078	60,52116502	60,94161849	59,98256984	70,35583737	N	ISO 14000	NULL													
XS1705553250	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1705553417	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A1HG1K6	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1706921951	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1706922256	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1707074941	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1707075245	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1707075328	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013264488	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
FR0013292968	0	838,7789662	66,71244167	67,55642073	67,60034037	68,41449632	78,37015425	77,36407542	77,36407542	N	Both	64,19													
FR0013293362	0	32,53866502	NULL	0	0	0	0	0	75,01221013	N	No	NULL													
XS1701884204	0	859,4872917	NULL	61,42910738	0	64,56604526	70,56038859	66,62823177	81,29017523	N	Both	NULL													
XS1704789590	0	884,9022443	NULL	0	0	0	59,60355773	0	70,85149359	Y	ISO 14000	NULL													
XS1709374497	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1046851025	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1715306012	0	30,22258249	NULL	0	0	0	0	0	60,34002219	N	No	NULL													
XS1716616179	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1715353105	0	23,21415726	NULL	71,59857219	76,9975073	73,15400179	67,67805783	77,45830912	69,20166755	N	ISO 14000	100													
DE000A2GSLY0	20,6948105	15,21323746	94,6818968	90,64936841	92,84910709	0	92,01234044	0	93,07283114	N	Both	98													
DE000A19RXA1	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1718393439	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
XS1700721464	419,7563926	461,595366	80,12981321	81,00330984	78,67211417	81,90577499	83,7524536	89,89958995	84,46993023	N	ISO 14000	100													
XS1709433509	20,75574532	10,06205394	58,01135023	62,73416481	57,9039927	51,97218996	63,2159785	71,82351849	76,56203002	N	ISO 14000	100													
XS1721051495	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A19SE11	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013298387	1201,226063	1033,51432	73,09193876	79,73989681	80,57203343	79,67569263	79,8237317	83,27729645	83,27729645	N	Both	68													
BE6256887967	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1724873275	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1726152108	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A19S4T0	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A19S4U8	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A19S4V6	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
ES0224261059	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1729879822	0	53,60832976	NULL	0	0	0	0	40,56720918	40,56720918	N	ISO 14000	16,667													
FR0013298676	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013298684	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS0215093534	30,68065657	38,84631654	65,32818681	70,42593822	0	0	70,13788294	0	77,7903624	N	ISO 14000	55,789													
XS0458887030	30,68065657	38,84631654	65,32818681	70,42593822	0	0	70,13788294	0	77,7903624	N	ISO 14000	55,789													
XS0999654873	30,68065657	38,84631654	65,32818681	70,42593822	0	0	70,13788294	0	77,7903624	N	ISO 14000	55,789													
XS1627782771	30,68065657	38,84631654	65,32818681	70,42593822	0	0	70,13788294	0	77,7903624	N	ISO 14000	55,789													
XS1734533372	0	92,81002432	NULL	80,92205661	80,69658918	83,34354398	79,66202967	80,80382529	83,58237869	N	ISO 14000	58													
FR0013300605	68,88095386	47,07251658	52,72261555	70,25819947	0	83,2833404	79,25089748	81,80988563	82,18445918	N	ISO 14000	100													
FR0013302809	0	17,89041811	NULL	61,81842534	64,35790784	0	66,94094776	72,31304598	70,08320329	N	ISO 14000	70,4													
XS1718281808	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1732400319	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
DE000A19UNN9	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1747444245	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1747444831	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
PTMTLDOM0005	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1753814737	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A19UR61	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A19UR79	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013310224	29,19909462	27,51244076	70,73339217	72,29231895	67,18825323	72,76222981	74,42938382	82,681987	82,681987	N	ISO 14000	60,8													
BE6301509012	136,5898831	102,4288635	53,04806226	0	53,1800823	52,86760278	57,16955118	56,62064214	58,69943763	N	No	NULL													
BE6301510028	136,5898831	102,4288635	53,04806226	0	53,1800823	52,86760278	57,16955118	56,62064214	58,69943763	N	No	NULL													
BE6301511034	136,5898831	102,4288635	53,04806226	0	53,1800823	52,86760278	57,16955118	56,62064214	58,69943763	N	No	NULL													
XS1756296965	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013310455	8,602971859	8,602971859	52,95265452	52,95265452	52,95265452	52,95265452	52,95265452	52,95265452	52,95265452	N	No	NULL													
XS1750986744	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
XS1732232340	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1761785077	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1755428502	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1761721262	0	30,22258249	NULL	0	0	0	0	0	60,34002219	N	No	NULL													
XS1062909624	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1759603761	21,42405486	38,6230637	60,44691169	48,24498401	50,87443744	44,62298966	49,24555955	53,17460407	53,1706307	N	ISO 14000	NULL													
XS1764062326	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0012969012	25,77511935	22,04440694	86,56042332	83,26005436	86,14927815	85,13471038	89,63156876	88,50669737	88,50669737	N	ISO 14000	57,534													
XS1769040111	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1769041192	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1769041606	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1769090728	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1769090991	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1769091296	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1752475720	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013030038	68,88095386	47,07251658	52,72261555	70,25819947	0	83,2833404	79,25089748	81,80988563	82,18445918	N	ISO 14000	100													
XS1781401085	0	74,13995381	NULL	0	0	0	43,57418422	43,89797066	43,40920336	N	No	NULL													
XS1775786574	0,231816264	0,359547252	30,53540725	18,86990371	25,7317221	37,87797662	42,96499201	34,56573302	34,56573302	N	No	NULL													
XS1767087866	0	206,5937068	NULL	66,69879737	0	0	0	76,46656743	73,01402785	N	ISO 14000	NULL													
XS1772457633	0	8,476880253	NULL	68,88491348	70,97679078	60,52116502	60,94161849	59,98256984	70,35583737	N	ISO 14000	NULL													
PTCFPAOM0002	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
PTMTLCOM0006	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1019821732	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1772374770	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013320249	0	32,53866502	NULL	0	0	0	0	0	75,01221013	N	No	NULL													
XS1785458172	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1785356251	0	158,3841461	NULL	0	0	0	0	44,07873827	44,07873827	N	No	NULL													
FR0013321080	0	22,61612135	NULL	72,35861783	77,35265319	0	0	0	88,07090266	N	ISO 14000	91													
XS1218319702	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	Y	ISO 14000	NULL													
BE0002584622	0	52,09009742	NULL	0	0	61,32665695	71,66149548	0	73,17796332	N	ISO 14000	NULL													
XS1788586375	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1787477543	0	48,95635187	NULL	0	0	73,58019689	75,44932165	79,85393011	0	N	No	NULL													
XS1787517199	0	48,95635187	NULL	0	0	73,58019689	75,44932165	79,85393011	0	N	No	NULL													
XS1793224632	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A19X793	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A19X8A4	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A19X8B2	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A19X8C0	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013323870	29,19909462	27,51244076	70,73339217	72,29231895	67,18825323	72,76222981	74,42938382	82,681987	82,681987	N	ISO 14000	60,8													
FR0013324316	25,77511935	22,04440694	86,56042332	83,26005436	86,14927815	85,13471038	89,63156876	88,50669737	88,50669737	N	ISO 14000	57,534													
FR0013324324	25,77511935	22,04440694	86,56042332	83,26005436	86,14927815	85,13471038	89,63156876	88,50669737	88,50669737	N	ISO 14000	57,534													
FR0013324332	25,77511935	22,04440694	86,56042332	83,26005436	86,14927815	85,13471038	89,63156876	88,50669737	88,50669737	N	ISO 14000	57,534													
FR0013324340	25,77511935	22,04440694	86,56042332	83,26005436	86,14927815	85,13471038	89,63156876	88,50669737	88,50669737	N	ISO 14000	57,534													
FR0013324357	25,77511935	22,04440694	86,56042332	83,26005436	86,14927815	85,13471038	89,63156876	88,50669737	88,50669737	N	ISO 14000	57,534													
FR0013324373	25,77511935	22,04440694	86,56042332	83,26005436	86,14927815	85,13471038	89,63156876	88,50669737	88,50669737	N	ISO 14000	57,534													
XS1793349926	273,7612635	226,2996531	83,16780537	85,41384369	83,49784248	84,79818419	85,25140868	88,83158802	88,83158802	N	Both	76													
XS1789751531	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1789752182	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1789759195	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A2LQJ75	7,942551497	1,830454915	63,95103433	64,33861109	0	0	71,48656134	72,75801472	75,72943874	N	No	NULL													
FI4000312095	0	13,16180375	NULL	0	0	48,25381834	47,28177951	33,28897154	33,28897154	N	No	NULL													
FR0013321536	0	30,60908754	NULL	0	0	0	0	0	67,15496129	N	No	NULL													
DE000A19Y1P6	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1808482746	0	0	NULL	67,1563703	0	0	62,92073603	63,57537143	54,34987614	N	ISO 14000	NULL													
XS1799545329	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
XS1810653540	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1815116568	0	10,89777421	NULL	91,5683079	0	0	0	89,06229434	89,30283671	N	ISO 14000	80													
XS1815116998	0	10,89777421	NULL	91,5683079	0	0	0	89,06229434	89,30283671	N	ISO 14000	80													
XS1815135352	0	30,22258249	NULL	0	0	0	0	0	60,34002219	N	No	NULL													
FR0012283653	68,88095386	47,07251658	52,72261555	70,25819947	0	83,2833404	79,25089748	81,80988563	82,18445918	N	ISO 14000	100													
DE000A190ND6	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A190NE4	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1816329418	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
PTNOSFOM0000	0	37,89401705	42,18922958	50,88512284	51,59223513	58,3234969	70,01677553	65,22247151	65,22247151	N	ISO 14000	NULL													
XS1782806357	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1713464102	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013332970	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	N	ISO 14000	NULL													
FR0013332988	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	N	ISO 14000	NULL													
FR0013332996	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	N	ISO 14000	NULL													
FR0013333002	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	N	ISO 14000	NULL													
XS1823246712	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1823246803	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1823518730	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1829217345	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1829217428	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
FR0013336435	44,9483148	49,61360177	91,99275369	0	0	85,91425585	89,47055176	0	91,17161031	N	ISO 14000	NULL													
XS1789623029	0	2,627154032	NULL	42,76628882	46,75478926	51,93462866	50,74754338	53,82492436	53,82492436	N	No	NULL													
XS1823165631	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1828037587	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
XS1828037827	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
XS1837288494	0	16,46122261	NULL	0	0	0	54,52588282	62,70055257	66,45048843	N	ISO 14000	NULL													
FI4000282629	0	287,5406398	NULL	0	0	0	0	58,556167	64,28366041	N	ISO 14000	100													
FR0013342128	36,46047754	22,05426331	65,24954497	71,72284437	76,01155732	82,45889641	82,41513642	82,12975163	82,12975163	N	No	NULL													
FR0011289230	0	838,7789662	66,71244167	67,55642073	67,60034037	68,41449632	78,37015425	77,36407542	77,36407542	N	Both	64,19													
FR0013342334	0	52,27694396	NULL	0	73,87380253	77,74886464	0	0	80,57009274	N	ISO 14000	87													
FR0013344215	0	17,89041811	NULL	61,81842534	64,35790784	0	66,94094776	72,31304598	70,08320329	N	ISO 14000	70,4													
DE000A1919G4	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
DE000A1919H2	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1846632104	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1828032513	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1828033834	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1840614736	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1840614900	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1840618059	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1840618216	0	0	NULL	0	0	0	0	0	0	N	NULL	NULL													
XS1847692636	0	0	NULL	0	0	0	0	0	0	Y	NULL	NULL													
