ISIN	Date	Before2020
XS2193666042	2020-12-11	False
XS2265990452	2020-12-11	False
XS1268496640	2020-12-18	False
XS2167595672	2020-12-18	False
XS2273810510	2020-12-18	False
XS2268340010	2020-12-18	False
XS2270150399	2021-01-08	False
XS2270397016	2021-01-08	False
XS2275029085	2021-01-08	False
XS2280835260	2021-01-15	False
XS2282101539	2021-01-15	False
XS2284258345	2021-01-15	False
XS2280845145	2021-01-15	False
XS2280845491	2021-01-15	False
XS2281342878	2021-01-15	False
XS2281343256	2021-01-15	False
XS2281343413	2021-01-15	False
XS2281343686	2021-01-15	False
FR0014001EW8	2021-01-15	False
FR0014001I50	2021-01-15	False
XS2286044370	2021-01-22	False
XS2286441964	2021-01-22	False
XS2286442186	2021-01-22	False
XS2288097483	2021-01-22	False
XS2193666125	2021-01-22	False
XS2289797248	2021-01-22	False
FR0013456449	2021-01-22	False
XS2270395408	2021-01-22	False
BE0002767482	2021-01-29	False
XS2290544068	2021-01-29	False
DE000A287179	2021-01-29	False
XS2166619663	2021-01-29	False
XS2292547317	2021-01-29	False
XS2293906199	2021-02-05	False
XS2292486771	2021-02-05	False
XS2292487076	2021-02-05	False
XS1084874533	2021-02-12	False
XS2297537461	2021-02-12	False
XS2281473111	2021-02-12	False
XS2199716304	2021-02-12	False
XS2297190097	2021-02-19	False
XS2300292617	2021-02-19	False
XS2300292963	2021-02-19	False
XS2300293003	2021-02-19	False
XS2300208928	2021-02-19	False
XS2301127119	2021-02-26	False
XS2303070911	2021-02-26	False
DE000A3H2457	2021-02-26	False
DE000A3H2465	2021-02-26	False
XS2299001888	2021-02-26	False
XS2299002423	2021-02-26	False
BE0002256254	2021-03-05	False
FR0013245586	2021-03-05	False
XS2306601746	2021-03-05	False
XS2307573993	2021-03-05	False
XS2308616841	2021-03-05	False
XS2307764238	2021-03-05	False
XS2307764311	2021-03-05	False
FR0013447166	2021-03-05	False
FR0013512944	2021-03-05	False
XS2166619820	2021-03-05	False
XS2306082293	2021-03-12	False
XS2310411090	2021-03-12	False
DE000A3H3JM4	2021-03-12	False
XS2310747915	2021-03-12	False
XS2310748483	2021-03-12	False
FR0014002C30	2021-03-12	False
XS2066706735	2021-03-12	False
XS2066706818	2021-03-12	False
XS2066706909	2021-03-12	False
XS2310797696	2021-03-19	False
XS2317288301	2021-03-19	False
XS2320459063	2021-03-19	False
XS2289841087	2021-03-19	False
XS2306988564	2021-03-19	False
FR0014002G36	2021-03-19	False
FR0014002G44	2021-03-19	False
DE000A3KNP88	2021-03-26	False
DE000A3KNP96	2021-03-26	False
DE000A3KNQA0	2021-03-26	False
DE000A3E5FR9	2021-03-26	False
AT0000A2QL75	2021-03-26	False
XS2320453884	2021-03-26	False
XS2322438990	2021-04-02	False
XS2324836878	2021-04-02	False
XS2325733413	2021-04-02	False
DE000A3H3J14	2021-04-02	False
DE000A3H3J22	2021-04-02	False
DE000A3H3J30	2021-04-02	False
DE000A3H3JU7	2021-04-02	False
XS2325562424	2021-04-02	False
XS2325562697	2021-04-02	False
XS2325565104	2021-04-02	False
XS2327298217	2021-04-09	False
XS2327299298	2021-04-09	False
XS2327299884	2021-04-09	False
XS2328418186	2021-04-09	False
DE000A3H25P4	2021-04-09	False
DE000A3H25Q2	2021-04-09	False
FR0013426731	2021-04-09	False
XS2324772453	2021-04-09	False
XS2261215011	2021-04-16	False
XS2332186001	2021-04-16	False
XS2306986782	2021-04-16	False
FR0013447232	2021-04-16	False
XS2331315635	2021-04-23	False
XS2332234413	2021-04-23	False
XS2332687040	2021-04-23	False
