ISIN	ICB Industry name	ICB Sector name	ICB Supersector name
XS1309518998	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS1316420089	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS1372911690	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS1441837546	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS1451539487	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS1493724584	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
DE000A1R1BC6	Financials	Investment Banking and Brokerage Services	Financial Services
DE000A1RE1W1	Financials	Investment Banking and Brokerage Services	Financial Services
DE000A1684V3	Financials	Investment Banking and Brokerage Services	Financial Services
XS1109110251	Consumer Discretionary	Travel and Leisure	Travel and Leisure
XS0862941506	Industrials	Industrial Transportation	Industrial Goods and Services
XS0862952297	Industrials	Industrial Transportation	Industrial Goods and Services
XS0977496636	Industrials	Industrial Transportation	Industrial Goods and Services
XS0977500767	Industrials	Industrial Transportation	Industrial Goods and Services
XS1388661651	Industrials	Industrial Transportation	Industrial Goods and Services
XS1388661735	Industrials	Industrial Transportation	Industrial Goods and Services
XS0795872901	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS0795877454	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS0441740817	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS0494953820	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS0503603267	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS0525787874	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS0847580353	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS0850057588	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS0875796541	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS0875797515	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS1382791975	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS1382792197	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS1396830058	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS1557095459	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS1557095616	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS1557096267	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS1617898363	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS1250867642	Real Estate	Real Estate Investment and Services Development	Real Estate
XS1088135634	Consumer Staples	Personal Care, Drug and Grocery Stores	Personal Care, Drug and Grocery Stores
XS1400342587	Consumer Staples	Personal Care, Drug and Grocery Stores	Personal Care, Drug and Grocery Stores
XS1589970968	Consumer Staples	Personal Care, Drug and Grocery Stores	Personal Care, Drug and Grocery Stores
XS0322977223	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS0347908096	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS0361244667	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
BE0002481563	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
BE6212766131	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
BE6228266902	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS1492685885	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
FR0012599892	Industrials	Industrial Support Services	Industrial Goods and Services
FR0013247202	Industrials	Industrial Support Services	Industrial Goods and Services
XS0557897203	Utilities	Gas, Water and Multi-utilities	Utilities
XS0223447227	NULL	NULL	NULL
XS0399353506	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS0831842645	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS0970695572	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS0995380580	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
XS1057345651	Unable to collect data for the field 'TR.ICBIndustry' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSector' and some specific identifier(s).	Unable to collect data for the field 'TR.ICBSupersector' and some specific identifier(s).
